DEC,HEX,Mode,Alpha Tag,Description,Tag
48003,bb83,De,PF Police Tac-2,Pigeon Forge Police: Tac-2/Events,Law Tac
48009,bb89,T,PF Fire Paging,Pigeon Forge Fire: Paging,Fire Dispatch
48010,bb8a,T,PF Fire Response,Pigeon Forge Fire: Response/Dispatch,Fire Dispatch
48015,bb8f,T,PF Trolley Dept,Pigeon Forge Trolley Department 1?,Transportation
48016,bb90,T,PF TrolleyDept 2,Pigeon Forge Trolley Department 2,Transportation
48026,bb9a,T,SevierCounty EMA,County EMA,Emergency Ops
30000,7530,DE,SLVN SO DSP1,Sheriff: Dispatch 1,Law Dispatch
30001,7531,DE,SLVN SO DSP2,Sheriff: Dispatch 2,Law Dispatch
30002,7532,DE,SLVN SO DSP3,Sheriff: Dispatch 3,Law Tac
30003,7533,DE,SLVN SO TAC1,Sheriff: Tac-1,Law Tac
30004,7534,DE,SLVN SO TAC2,Sheriff: Tac-2,Law Tac
30005,7535,DE,SLVN SO CSBL,Sheriff: Court Services - Blountville,Law Tac
30006,7536,DE,SLVN SO CSBR,Sheriff: Court Services - Bristol,Law Tac
30007,7537,DE,SLVN SO CSKP,Sheriff: Court Services - Kingsport,Law Tac
30008,7538,DE,SLVN JAIL,Jail Operations,Corrections
30009,7539,DE,SLVN JAIL 2,Jail Operations 2,Corrections
30010,753a,DE,SLVN SO EVNT1,Sheriff: Events 1,Law Tac
30013,753d,DE,SLVN EMS,EMS: Dispatch,EMS Dispatch
30014,753e,DE,SLVN EMS 2,EMS 2,EMS-Tac
30017,7541,DE,SLVN EMS SAR,Search and Rescue 1,EMS-Tac
30020,7544,D,SLVN AIRMED,EMS: Air Med,EMS-Tac
30023,7547,DE,SLVN EMS ADM,EMS: Administration,EMS-Talk
30025,7549,DE,SLVN EMSHVMC,EMS: Encode - Holston Valley Medical Center,Hospital
30026,754a,DE,SLVN EMS IPH,EMS: Encode - Indian Path Hospital,Hospital
30027,754b,DE,SLVN EMSBRMC,EMS: Encode - Bristol Regional Medical Center,Hospital
30028,754c,DE,SLVN EMSJCMC,EMS: Encode - Johnson City Medical Center,Hospital
30029,754d,DE,SLVN EMS SSH,EMS: Encode - Sycamore Shoals Hospital,Hospital
30030,754e,DE,SLVN EMS FWH,EMS: Encode - Franklin Woods Community Hospital,Hospital
30031,754f,DE,SLVN EMS JMH,EMS: Encode - Johnston Memorial Hospital,Hospital
30032,7550,DE,SLVN EMSJCVA,EMS: Encode - Johnson City Veterans Hospital,Hospital
30042,755a,De,SLVN HDCMD,Health Department: Command,EMS-Tac
30043,755b,DE,SLVN HDOPS1,Health Department: Ops 1,EMS-Tac
30044,755c,DE,SLVN HDOPS2,Health Department: Ops 2,EMS-Tac
30045,755d,D,SLVN RAD 1,Sullivan County - RAD 1,Public Works
30049,7561,D,SLVN 911OPS,911 Operations,Emergency Ops
30050,7562,D,SLVN CORNER,Corner Operations,Public Works
30052,7564,D,SLVN RCOPS1,Sullivan County RC: Ops 1 (?),Public Works
30054,7566,DE,SLVN VFD UP,Sullivan County Fire: Dispatch Upper Region,Fire Dispatch
30055,7567,D,AVOCA VFD,Avoca Fire: Ops,Fire-Tac
30056,7568,DE,BLUFFCITYVFD,Bluff City Fire: Ops,Fire-Tac
30057,7569,DE,SULVEASTVFD,Sullivan East Fire: Ops,Fire-Tac
30058,756a,DE,421 VFD,421 Fire: Ops,Fire-Tac
30059,756b,DE,HTREE VFD,Hickory Tree Vol Fire: Ops,Fire-Tac
30060,756c,DE,PFLATS VFD,Piney Flats Fire: Ops,Fire-Tac
30061,756d,D,SLVN CO VFD,Sullivan County Fire Ops (Blountville),Fire-Tac
30062,756e,D,SLVNCO VFDS1,County Fire Scene 1,Fire-Tac
30063,756f,DE,SLVNCO VFDS2,County Fire Scene 2,Fire-Tac
30066,7572,DE,SLVN VFD LOW,Sullivan County Fire Dispatch Lower Region,Fire Dispatch
30067,7573,D,BLOMDALE VFD,Bloomingdale Fire: Ops,Fire-Tac
30068,7574,D,SLVN WESTVFD,Sullivan West Fire: Ops,Fire-Tac
30069,7575,D,WPATH VFD,Warriors Path Fire: Ops,Fire-Tac
30071,7577,D,SC MAC 1,County Mutual Aid 1,Interop
30072,7578,D,SC MAC 2,County Mutual Aid 2,Interop
30086,7586,D,SC MAC ALL,County Mutual Aid All,Interop
30087,7587,D,SLVN SCHL1,Schools 1,Schools
30088,7588,D,SLVN SCHL2,Schools 2,Schools
30089,7589,D,SLVN NSTCC,Northeast State Tech Comm College,Schools
30090,758a,DE,BCPD 1,Bluff City Police,Law Dispatch
30091,758b,DE,BCPD 2,Bluff City Police 2,Law Tac
30092,758c,DE,TCAA PS 1,Tri-Cities Airport Authority Public Safety 1,Multi-Dispatch
30093,758d,D,TCAA PS 2,Tri-Cities Airport Authority Public Safety 2,Multi-Dispatch
30094,758e,DE,TCAA MAIN,Tri-Cities Airport Authority Main,Multi-Dispatch
30095,758f,DE,TCAA SUPV,Tri-Cities Airport Authority Supervisors,Multi-Dispatch
30096,7590,D,TCAA EMERG,Tri-Cities Airport Authority Emergency,Emergency Ops
30097,7591,DE,SLVN CW SWAT,Countywide SWAT,Law Tac
30098,7592,DE,SLVN DTF 1,DTF Ops 1,Law Tac
30101,7595,D,SLVN CW,Countywide Dispatch,Multi-Dispatch
30102,7596,D,SLVN SULLNET,Sullivan County Countywide SULLNET,Interop
30200,75f8,DE,BPD TN PTL 1,Police: Patrol 1,Law Dispatch
30201,75f9,D,BPD TN PTL 2,Police: Patrol 2-Supervisors,Law Tac
30202,75fa,D,BPD TN PTL 3,Police: Patrol 3,Law Tac
30203,75fb,DE,BPD TN TAC1,Police: Tac-1,Law Tac
30204,75fc,DE,BPD TN TAC2,Police: Tac-2 Race Command BMS Events,Law Tac
30205,75fd,D,BPD TN TAC3,Police: Tac-3,Law Tac
30206,75fe,D,BPD TN TAC4,Police: Tac-4,Law Tac
30207,75ff,DE,BPD TN CID,Police: CID (Criminal Investigation Department),Law Tac
30208,7600,DE,BPD TN SCU,Police: Street Crimes Unit,Law Tac
30209,7601,DE,BPD TN SWAT,Police: SWAT,Law Tac
30210,7602,DE,BPD TN AC,Animal Control,Law Tac
30214,7606,DE,BFD TN DISP,Fire: Command 1 Dispatch,Fire Dispatch
30215,7607,DE,BFD TN COMM2,Fire: Command 2,Fire-Tac
30216,7608,D,BFD TN COMM3,Fire: Command 3,Fire-Tac
30217,7609,D,BFD TN COMM4,Fire: Command 4 Race Ops,Fire-Tac
30223,760f,D,BRSTL TN PW,Public Works,Public Works
30224,7610,D,BRSTL TN UTL,Utilities,Utilities
30229,7615,D,BRSTL TN PR,Parks and Rec,Public Works
30151,75c7,DE,KNGPT PD 1,Police: Dispatch,Law Dispatch
30152,75c8,DE,KNGPT PD 2,Police: Secondary,Law Tac
30153,75c9,DE,KNGPT PD 3,Police: Tertiary,Law Tac
30154,75ca,DE,KNGPT PD CID,Police: CID (Criminal Investigation Department),Law Tac
30155,75cb,DE,KNGPT PD SRO,Police: SRO,Law Tac
30156,75cc,D,KNGPT PD SPO,Police: Special Ops,Law Tac
30157,75cd,DE,KNGPT PDSWAT,Police: SWAT,Law Tac
30158,75ce,DE,KNGPT PD VICE,Police: Vice Units,Law Tac
30161,75d1,D,KNGPT FD EAST1,Fire: East 1,Fire-Tac
30162,75d2,D,KNGPT FD EAST2,Fire: East 2,Fire-Tac
30163,75d3,D,KNGPT FD WEST1,Fire: West 1,Fire-Tac
30164,75d4,D,KNGPT FD WEST2,Fire: West 2,Fire-Tac
30165,75d5,D,KNGPT FD CENT1,Fire: Central 1,Fire-Tac
30166,75d6,D,KNGPT FD CENT2,Fire: Central 2,Fire-Tac
30167,75d7,D,KNGPT FD TRAIN,Fire: Training,Fire-Tac
30168,75d8,D,KNGPT FD HM,Fire: Hazmat 1,Fire-Tac
30169,75d9,D,KNGPT FD HM2,Fire: Hazmat 2,Fire-Tac
30170,75da,D,KNGPT FD SPO,Fire: Special Ops,Fire-Tac
30171,75db,D,KNGPT FD ADM,Fire: Admin,Fire-Tac
30172,75dc,D,KNGPT LSC 1,Life Saving Crew Main,EMS Dispatch
30175,75df,DE,KNGPT FD DSP,Fire: Dispatch,Fire Dispatch
30177,75e1,DE,KNGPT BUSES,City Schools: Buses,Schools
30178,75e2,DE,KNGPT CS MNT,City Schools: Maintenance,Schools
30179,75e3,DE,KNGPT CS DB,City Schools: Dobyns Bennett High School,Schools
30180,75e4,DE,KNGPT CS RMS,City Schools: Robinson Middle School,Schools
30181,75e5,DE,KNGPT CS JSM,City Schools: John Sevier Middle School,Schools
30182,75e6,DE,KNGPT CS WST,City Schools: West,Schools
30183,75e7,DE,KNGPT CS EST,City Schools: East,Schools
30185,75e9,D,KNGPT PW STR,Public Works: Street Department,Public Works
30186,75ea,D,KNGPT PW SNT,Public Works: Sanitation Department,Public Works
30187,75eb,D,KNGPT PW EVN,Public Works: Events,Public Works
30188,75ec,D,KNGPT PW ADM,Public Works: Admin,Public Works
30571,776b,DE,WASH SO PATR,Sheriff: Patrol,Law Dispatch
30572,776c,DE,WASH SO PAT2,Sheriff: Patrol 2,Law Tac
30573,776d,DE,WASH SO REC,Sheriff: Records,Law Tac
30574,776e,DE,WASH SO SUPR,Sheriff: Support / Court Services,Law Tac
30575,776f,DE,WASH SO TAC,Sheriff: Tac-1,Law Tac
30576,7770,DE,WASH SO TRAIN,Sheriff: Training,Law Tac
30577,7771,DE,WASH SO CID,Sheriff: CID,Law Tac
30578,7772,DE,WCSO SP OPS,Sheriff: Special Ops,Law Tac
30579,7773,DE,WASH SO SWAT,Sheriff: SWAT Ops,Law Tac
30580,7774,DE,WASH SO SWAT2,Sheriff: SWAT Ops 2,Law Tac
30581,7775,DE,WASH SO WC,Sheriff: Watch Commander,Law Tac
30582,7776,DE,WASH SO ADMIN,Sheriff: Administration,Law Tac
30583,7777,DE,WASH CONSTB,Constables,Law Talk
30542,774e,DE,JBPD DISP,Jonesborough Police: Dispatch,Law Dispatch
30501,7725,De,WASH MARC1,Mutual Aid Response (Ch 1),Interop
30502,7726,DE,WASH MARC 2,Mutual Aid Response (Ch 2),Interop
30503,7727,DE,WASH MARC 3,Mutual Aid Response (Ch 3),Interop
30504,7728,De,WASH MARC 4,Mutual Aid Response (Ch 4),Interop
30505,7729,De,WASH MARC 5,Mutual Aid Response (Ch 5),Interop
30506,772a,DE,WASH MARC 6,Mutual Aid Response (Ch 6),Interop
30507,772b,De,WASH MARC 7,Mutual Aid Response (Ch 7),Interop
30508,772c,De,WASH MARC 8,Mutual Aid Response (Ch 8),Interop
30509,772d,De,WASH MARC 9,Mutual Aid Response (Ch 9),Interop
30510,772e,DE,WASH MARC 10,Mutual Aid Response (Ch 10),Interop
30511,772f,DE,WASH MARC 11,Mutual Aid Response (Ch 11),Interop
30512,7730,DE,WASH MARC 12,Mutual Aid Response (Ch 12),Interop
30513,7731,DE,WASH MARC 13,Mutual Aid Response (Ch 13),Interop
30514,7732,DE,WASH MARC 14,Mutual Aid Response (Ch 14),Interop
30515,7733,DE,WASH MARC 15,Mutual Aid Response (Ch 15),Interop
30516,7734,D,WASH MARC 16,Mutual Aid Response (Ch 16) / Water Plant Ops (10/24),Interop
30517,7735,DE,WASH I/O 1,County Interop 1,Interop
30518,7736,DE,WASH I/O 2,County Interop 2,Interop
30519,7737,DE,WASH I/O 3,County Interop 3,Interop
30520,7738,DE,WASH I/O 4,County Interop 4,Interop
30521,7739,DE,WASH I/O 5,County Interop 5,Interop
30522,773a,DE,WASH I/O 6,County Interop 6,Interop
30523,773b,DE,WASH I/O 7,County Interop 7,Interop
30524,773c,DE,WASH I/O 8,County Interop 8,Interop
30525,773d,DE,WASH I/O 9,County Interop 9,Interop
30526,773e,DE,WASH I/O 10,County Interop 10,Interop
30527,773f,DE,WASH I/O 11,County Interop 11,Interop
30528,7740,DE,WASH I/O 12,County Interop 12,Interop
30529,7741,DE,WASH I/O 13,County Interop 13,Interop
30530,7742,DE,WASH I/O 14,County Interop 14,Interop
30531,7743,DE,WASH I/O 15,County Interop 15,Interop
30532,7744,DE,WASH I/O 16,County Interop 16,Interop
30591,777f,De,WASH CO FIRE,County Fire: Dispatch,Fire Dispatch
30592,7780,De,WASH CO FS1,County Fire: Scene 1,Fire-Tac
30593,7781,DE,WASH CO FS 2,County Fire: Scene 2,Fire-Tac
30594,7782,DE,WASH CO FS 3,County Fire: Scene 3,Fire-Tac
30595,7783,DE,WASH CO FS4,County Fire: Scene 4,Fire-Tac
30546,7752,DE,JBFD TAC,Jonesborough Fire: Tac,Fire-Tac
30596,7784,DE,EVFD OPS,Embreeville Fire: Ops,Fire-Tac
30597,7785,DE,FBVFD OPS,Fall Branch Fire: Ops,Fire-Tac
30598,7786,DE,GVFD OPS,Gray Fire: Ops,Fire-Tac
30599,7787,DE,LVFD OPS,Limestone Fire: Ops,Fire-Tac
30600,7788,DE,NVFD OPS,Nolichuckey Fire: Ops,Fire-Tac
30601,7789,DE,SSVFD OPS,Sulphur Springs Fire: Ops,Fire-Tac
30441,76e9,DE,WASH EMSDISP,EMS: Dispatch,EMS Dispatch
30442,76ea,DE,WASH EMS 2,EMS: Dispatch 2,EMS-Tac
30443,76eb,DE,WASH EMS 3,EMS: Dispatch 3,EMS-Tac
30444,76ec,DE,WASH EMSCNVL,EMS: Convalescent,EMS-Talk
30445,76ed,DE,WASH EMS OPS 1,EMS: Ops 1,EMS-Tac
30446,76ee,DE,WASH EMS OPS 2,EMS: Ops 2,EMS-Tac
30447,76ef,DE,WASH EMS OPS 3,EMS: Ops 3,EMS-Tac
30585,7779,De,WASH CO AC,Animal Control,Public Works
30540,774c,DE,WASH NET,County Net,Emergency Ops
30421,76d5,DE,JCPD DISP 1,Police: Dispatch,Law Dispatch
30402,76c2,DE,JCPD DISP 2,Police: Dispatch 2,Law Dispatch
30422,76d6,DE,JCPD TAC 1,Police: Tac-1,Law Tac
30406,76c6,DE,JCPD TAC 2,Police: Tac-2,Law Tac
30413,76cd,DE,JCPD SUPV,Police: Supervisors,Law Tac
30401,76c1,DE,JCPD ANNC E,Police: Announcement,Law Dispatch
30403,76c3,DE,JCPD PIN,Police: PIN,Law Tac
30404,76c4,DE,JCPD REC,Police: Records,Law Dispatch
30405,76c5,DE,JCPD TRAFFIC,Police: Traffic,Law Dispatch
30407,76c7,DE,JCPD SP OPS1,Police: Special Ops 1,Law Tac
30408,76c8,DE,JCPD SP OPS2,Police: Special Ops 2,Law Tac
30410,76ca,DE,JCPD CID,Police: CID,Law Tac
30411,76cb,DE,JCPD NARC SWAT,Police: NARC/SWAT,Law Tac
30412,76cc,DE,JCPD SWAT,Police: SWAT Ops,Law Tac
30414,76ce,DE,JCPD JAIL,Police: Jail Ops,Corrections
30420,76d4,DE,JCPD ANNC C,Police: Announcement,Law Dispatch
30471,7707,DE,JC CS 911 CH,Services 911,Emergency Ops
30431,76df,DE,JCFD DISP,Fire: Dispatch,Fire Dispatch
30432,76e0,DE,JCFD FG 1,Fireground 1,Fire-Tac
30433,76e1,DE,JCFD FG 2,Fireground 2,Fire-Tac
30434,76e2,DE,JCFD FG 3,Fireground 3,Fire-Tac
30435,76e3,DE,JCFD FG 4,Fireground 4,Fire-Tac
30436,76e4,DE,JCFD HAZMAT,Fire: Hazmat,Fire-Tac
30437,76e5,DE,JCFD USAR,Fire: USAR,Fire-Tac
30438,76e6,DE,JCFD TRAIN,Fire: Training,Fire-Tac
30472,7708,DE,JC FREEDOM 1,Freedom Hall Ops 1,Public Works
30473,7709,DE,JC FREEDOM 2,Freedom Hall Ops 2,Public Works
30474,770a,DE,JC FLEET / RS,Fleet Management / Radio Shop,Public Works
30475,770b,DE,JC LANDFILL,Landfill,Public Works
30476,770c,DE,JC PARKSREC1,Parks and Rec 1,Public Works
30477,770d,DE,JC PARKSREC2,Parks and Rec 2,Public Works
30478,770e,De,JC BRUSH,Brush Department,Public Works
30479,770f,DE,JC BLDG DEPT,Building Department,Public Works
30480,7710,DE,JC ENGINEER,Engineering Department,Public Works
30481,7711,DE,JC LANDSCP,Landscaping Department,Public Works
30482,7712,De,JC SOLIDWST,Solid Waste,Public Works
30483,7713,DE,JC STREET,Street Department 1,Public Works
30484,7714,DE,JC STREET 2,Street Department 2,Public Works
30485,7715,DE,JC TRAFFIC,Traffic Department,Public Works
30486,7716,DE,JC WS DISP,Water/Sewer Dispatch,Utilities
30487,7717,DE,JC WS FACMT,Water/Sewer Facility Maintenance,Utilities
30488,7718,DE,JC WS DIST,Water Distribution,Utilities
30489,7719,DE,JC WS COLL,Sewer Collections,Utilities
30490,771a,DE,JC WS METER,Water/Sewer Meter Readers,Utilities
30461,76fd,DE,JCTD PRIMARY,Transit: Primary,Transportation
30462,76fe,DE,JCTD SCHBUS,Transit: School Buses,Transportation
30463,76ff,DE,JCTD PARA,Transit: Para-Trans,Transportation
30464,7700,DE,JCTD SPEC ED,Transit: Special Ed Buses,Transportation
30465,7701,DE,JCTD BUCSHOT,Transit: Bucshot ETSU,Transportation
30561,7761,DE,ETSU PS 1,East Tennessee State University: Public Safety Dispatch 1,Law Dispatch
30562,7762,D,ETSU PS 2,East Tennessee State University: Public Safety Dispatch 2,Law Dispatch
30563,7763,D,ETSU PS ADMN,East Tennessee State University: Public Safety Admin,Law Talk
30564,7764,D,ETSU ADMIN,East Tennessee State University: Staff Admin,Schools
30611,7793,DE,JC SHHS,Science Hill High School Campus,Schools
49179,c01b,D,Weakley Sheriff,Sheriff: Dispatch,Law Dispatch
47127,b817,D,Martin Police,Martin Police: Dispatch,Law Dispatch
49704,c228,De,Carroll Electric,Carroll County Electric: Dispatch (95% Enc),Utilities
47186,b852,T,Pell SCC Police,Pellissippi SCC Police: Dispatch,Law Dispatch
8054,1f76,D,RSCC DPS,Roane SCC Public Safety,Law Dispatch
47139,b823,D,MSCC Police,Motlow SCC Public Safety,Law Dispatch
47291,b8bb,T,DSCC Police,Dyersburg SCC Police: Dispatch,Law Dispatch
47293,b8bd,T,VSCC Police,Volunteer SCC Police: Dispatch,Law Dispatch
48150,bc16,TE,MTE MURFREEBRO 1,Murfreesboro Control,Utilities
48151,bc17,TE,MTE MURFREEBRO 2,Murfreesboro Alternate,Utilities
48152,bc18,TE,MTE LEBANON 1,Lebanon Control,Utilities
48153,bc19,TE,MTE LEBANON 2,Lebanon Alternate,Utilities
48154,bc1a,TE,MTE FRANKLIN 1,Franklin Control,Utilities
48155,bc1b,TE,MTE FRANKLIN 2,Franklin Alternate,Utilities
48156,bc1c,TE,MTE Operations 1,Operations 1,Utilities
48157,bc1d,TE,MTE Operations 2,Operations 2,Utilities
49898,c2ea,T,FTHRA 1,First Tennessee Human Resource Agency: Operations 1,Transportation
49899,c2eb,T,FTHRA 2,First Tennessee Human Resource Agency: Operations 2,Transportation
1531,5fb,D,Catoosa Net 1,All Agencies Net 1,Multi-Tac
1533,5fd,D,Catoosa Net 2,All Agencies Net 2,Multi-Tac
2069,815,D,CCSO-PRIORITY,Sheriff: Priority,Law Dispatch
1507,5e3,D,CATOOSA TAC1,Law: Tactical 1,Law Tac
