Group,DEC,HEX,Mode,Alpha Tag,Description,Tag
TN - DOC - Riverbend Maximum Security Institution (*),15039,3abf,D,TNDOC-RMSI H,Operations H,Corrections
TN - DOC - Riverbend Maximum Security Institution (*),15094,3af6,D,TNDOC-RMSI I,Operations I,Corrections
TN - DOC - Riverbend Maximum Security Institution (*),15105,3b01,D,TNDOC-RMSI Ops 1,Ops 1,Corrections
TN - DOC - Riverbend Maximum Security Institution (*),15106,3b02,D,TNDOC-RMSI Ops 2,Ops 2,Corrections
TN - DOC - South Central Correctional Facility (*),15187,3b53,D,TNDOC-SCC 1,Main,Corrections
TN - DOC - Tennessee Prison For Women (*),20,014,T,TNDOC-TPFW A,Operations A,Corrections
TN - DOC - Tennessee Prison For Women (*),21,015,T,TNDOC-TPFW Cntrl,Control,Corrections
TN - DOC - Tennessee Prison For Women (*),22,016,T,TNDOC-TPFW C,Operations C,Corrections
TN - DOC - Tennessee Prison For Women (*),23,017,T,TNDOC-TPFW D,Operations D,Corrections
TN - DOC - Tennessee Prison For Women (*),24,018,T,TNDOC-TPFW E,Operations E,Corrections
TN - DOC - Turney Correctional Facility (*),15037,3abd,D,TNDOC-TCF A,Operations A,Corrections
TN - DOC - Turney Correctional Facility (*),15045,3ac5,D,TNDOC-TCF B,Operations B,Corrections
TN - DOC - Turney Correctional Facility (*),15049,3ac9,D,TNDOC-TCF C,Operations C,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15266,3ba2,D,TNDOC-WTSP Cntrl,Control,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15267,3ba3,D,TNDOC-WTSP Talk1,Talk 1,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15268,3ba4,D,TNDOC-WTSP A,Operations A,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15270,3ba6,D,TNDOC-WTSP B,Operations B,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15278,3bae,D,TNDOC-WTSP C,Operations C,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15283,3bb3,D,TNDOC-WTSP D,Operations D,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15286,3bb6,D,TNDOC-WTSP E,Operations E,Corrections
TN - DOC - West Tennessee State Penitentiary (*),15287,3bb7,D,TNDOC-WTSP F,Operations F,Corrections
TN - DOC - Whiteville Correctional Facility (*),15062,3ad6,D,Whtv Corr Fac,Operations,Corrections
TN Wildlife Resources Agency (TWRA),15201,3b61,T,TWRA R1 DISP1,Region 1 Dispatch 1 - West Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15203,3b63,TE,TWRA R1 DISP2,Region 1 Dispatch 2 - West Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15204,3b64,Te,TWRA R1 TAC,Region 1 Tactical - West Tennessee,Law Tac
TN Wildlife Resources Agency (TWRA),15202,3b62,T,TWRA R1 MNT,Region 1 Maintenance - West Tennessee,Public Works
TN Wildlife Resources Agency (TWRA),15205,3b65,T,TWRA R2 DISP1,Region 2 Dispatch 1 - Middle Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15207,3b67,TE,TWRA R2 DISP2,Region 2 Dispatch 2 - Middle Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15208,3b68,Te,TWRA R2 TAC,Region 2 Tactical - Middle Tennessee,Law Tac
TN Wildlife Resources Agency (TWRA),15206,3b66,T,TWRA R2 MNT,Region 2 Maintenance - Middle Tennessee,Public Works
TN Wildlife Resources Agency (TWRA),15209,3b69,T,TWRA R3 DISP1,Region 3 Dispatch 1 - Cumberland Plateau,Law Dispatch
TN Wildlife Resources Agency (TWRA),15211,3b6b,TE,TWRA R3 DISP2,Region 3 Dispatch 2 - Cumberland Plateau,Law Dispatch
TN Wildlife Resources Agency (TWRA),15212,3b6c,Te,TWRA R3 TAC,Region 3 Tactical - Cumberland Plateau,Law Tac
TN Wildlife Resources Agency (TWRA),15210,3b6a,T,TWRA R3 MNT,Region 3 Maintenance - Cumberland Plateau,Public Works
TN Wildlife Resources Agency (TWRA),15213,3b6d,T,TWRA R4 DISP1,Region 4 Dispatch 1 - East Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15215,3b6f,TE,TWRA R4 DISP2,Region 4 Dispatch 2 - East Tennessee,Law Dispatch
TN Wildlife Resources Agency (TWRA),15216,3b70,Te,TWRA R4 TAC,Region 4 Tactical - East Tennessee,Law Tac
TN Wildlife Resources Agency (TWRA),15214,3b6e,T,TWRA R4 MNT,Region 4 Maintenance - East Tennessee,Public Works
TN Wildlife Resources Agency (TWRA),15217,3b71,T,TWRA COMMT,Communications Tech,Public Works
TN - Department of Environment and Conservation (TDEC),16043,3eab,D,TDEC BCMSP OP1,Bicentennial Capitol Mall State Park (Ch 1),Law Dispatch
TN - Department of Environment and Conservation (TDEC),16044,3eac,D,TDEC BCMSP OP2,Bicentennial Capitol Mall State Park (Ch 2),Law Tac
TN - Department of Environment and Conservation (TDEC),47172,b844,D,TDEC LONGHSP OP1,Long Hunters State Park (Ch 1),Law Dispatch
TN - Department of Environment and Conservation (TDEC),47270,b8a6,D,Cmbrlnd Trail SP,Cumberland Trail State Park Rangers,Law Tac
TN - Department of Health,47115,b80b,D,TDOH-RMCC,Regional Medical Communications Centers,Emergency Ops
TN - Department of Health,47116,b80c,D,TDOH-EMS OPS,EMS: Statewide Operations,Emergency Ops
TN - Department of Health,47117,b80d,D,TDOH-PH,Public Health,Emergency Ops
TN - Department of Health,47118,b80e,D,TDOH-WTR,West TN Regional Public Health Office,Emergency Ops
TN - Department of Health,47119,b80f,D,TDOH-MCR,Mid Cumberland Regional Public Health Office,Emergency Ops
TN - Department of Health,47120,b810,D,TDOH-ETR,East TN Regional Public Health Office,Emergency Ops
TN - Department of Health,47121,b811,D,TDOH-SCR,South Central TN Regional Public Health Office,Emergency Ops
TN - Department of Health,47122,b812,D,TDOH-SER,Southeast TN Regional Public Health Office,Emergency Ops
TN - Department of Health,47123,b813,D,TDOH-NER,Northeast TN Regional Public Health Office,Emergency Ops
TN - Department of Health,47149,b82d,D,TDOH-UCR,Upper Cumberland Regional Public Health Office,Emergency Ops
TN - Medevac Helicopters (HEMS),1389,56d,D,Lifeforce Disp,Erlanger Life Force: Dispatch,EMS Dispatch
TN - Medevac Helicopters (HEMS),1390,56e,D,Lifeforce Tac-1,Erlanger Life Force: Tac-1,EMS-Tac
TN - Medevac Helicopters (HEMS),1392,570,D,Lifeforce Tac-2,Erlanger Life Force: Tac-2,EMS-Tac
TN - Medevac Helicopters (HEMS),1391,56f,D,Lifeforce MedNet,Erlanger Life Force: Med Net,Hospital
TN - Medevac Helicopters (HEMS),48255,bc7f,T,Highlands Air,Highlands Emergency Air Rescue/Transport,EMS Dispatch
TN - Medevac Helicopters (HEMS),47310,b8ce,D,Lifestar AirGrnd,University of Tennessee Lifestar: Air-to-Ground Dispatch,EMS Dispatch
TN - Medevac Helicopters (HEMS),47311,b8cf,D,Lifestar AirTac1,University of Tennessee Lifestar: Air-to-Air Tac-1,EMS-Tac
TN - Medevac Helicopters (HEMS),47312,b8d0,D,Lifestar Landing,University of Tennessee Lifestar: Landing Zone Tac-2,EMS-Tac
TN - Medevac Helicopters (HEMS),47313,b8d1,D,Lifestar Admin,University of Tennessee Lifestar: Ground Ops Admin/Talkaround,EMS-Talk
TN - Medevac Helicopters (HEMS),48250,bc7a,D,Vandr LifeFlight,Vanderbilt University Medical Center LifeFlight: Statewide Ops,EMS-Tac
TN - RMCC Region 1 (*),30448,76f0,T,JOHNSON CITY,EMS Encode: Johnson City Medical Center (Washington County),Hospital
TN - RMCC Region 1 (*),30449,76f1,T,FRANKLIN WOODS,EMS Encode: Franklin Woods Hospital (Washington County),Hospital
TN - RMCC Region 1 (*),30450,76f2,T,VA J QUILLEN,EMS Encode: Veterans Admin Hospital (Washington County),Hospital
TN - RMCC Region 1 (*),48209,bc51,T,GREENVLLE EAST,EMS Encode: Greeneville East,Hospital
TN - RMCC Region 1 (*),49600,c1c0,T,JCITY MEDCOM1,Johnson City MEDCOM 1,EMS Dispatch
TN - RMCC Region 1 (*),49601,c1c1,T,SYCAMORE SHLS,EMS Encode: Sycamore Shoals,Hospital
TN - RMCC Region 1 (*),49602,c1c2,T,DICKENSEN,EMS Encode: Dickensen,Hospital
TN - RMCC Region 1 (*),49603,c1c3,T,HANCOCK,EMS Encode: Hancock,Hospital
TN - RMCC Region 1 (*),49604,c1c4,T,HAWKINS,EMS Encode: Hawkins,Hospital
TN - RMCC Region 1 (*),49605,c1c5,T,JOHNSON,EMS Encode: Johnson,Hospital
TN - RMCC Region 1 (*),49606,c1c6,T,LEE,EMS Encode: Lee,Hospital
TN - RMCC Region 1 (*),49607,c1c7,T,RUSSELL,EMS Encode: Russell,Hospital
TN - RMCC Region 1 (*),49608,c1c8,T,SMYTH,EMS Encode: Smyth,Hospital
TN - RMCC Region 1 (*),49609,c1c9,T,BRISTOL,EMS Encode: Bristol,Hospital
TN - RMCC Region 1 (*),49610,c1ca,T,HOLSTON VALLY,EMS Encode: Holston Valley,Hospital
TN - RMCC Region 1 (*),49611,c1cb,T,INDIAN PATH,EMS Encode: Indian Path,Hospital
TN - RMCC Region 1 (*),49612,c1cc,T,UNICOI,EMS Encode: Unicoi,Hospital
TN - RMCC Region 1 (*),49613,c1cd,T,JCITY MEDCOM2,Johnson City MEDCOM 2,EMS Dispatch
TN - RMCC Region 1 (*),49614,c1ce,T,JCITY MEDCTRL,Johnson City Medical Control,EMS Dispatch
TN - RMCC Region 1 (*),49615,c1cf,T,ED 10,EMS Encode: ED 10,Hospital
TN - RMCC Region 1 (*),49616,c1d0,T,JOHNSTON MEM,EMS Encode: Johnston Memorial,Hospital
TN - RMCC Region 1 (*),49617,c1d1,T,NISWONGER,EMS Encode: Niswonger,Hospital
TN - RMCC Region 1 (*),49618,c1d2,T,LONESOME PINE,EMS Encode: Lonesome Pine,Hospital
TN - RMCC Region 1 (*),49619,c1d3,T,NORTON,EMS Encode: Norton,Hospital
TN - RMCC Region 1 (*),49640,c1e8,T,ED 11,EMS Encode: ED 11,Hospital
TN - RMCC Region 1 (*),49649,c1f1,T,ED 12,EMS Encode: ED 12,Hospital
TN - RMCC Region 2 (*),49620,c1d4,T,KNOX MEDCOM1,Knoxville MEDCOM 1,EMS Dispatch
TN - RMCC Region 2 (*),49621,c1d5,T,METHODIST MED,EMS Encode: Methodist Med Ctr,Hospital
TN - RMCC Region 2 (*),49622,c1d6,T,BLOUNT,EMS Encode: Blount Memorial,Hospital
TN - RMCC Region 2 (*),49623,c1d7,T,LAFOLLETTE,EMS Encode: LaFollette,Hospital
TN - RMCC Region 2 (*),49624,c1d8,T,CLAIBORNE,EMS Encode: Claiborne,Hospital
TN - RMCC Region 2 (*),49625,c1d9,T,NEWPORT,EMS Encode: Newport,Hospital
TN - RMCC Region 2 (*),49626,c1da,T,MORRISTOWN,EMS Encode: Morristown,Hospital
TN - RMCC Region 2 (*),49627,c1db,T,JEFFERSON,EMS Encode: Jefferson Mem,Hospital
TN - RMCC Region 2 (*),49628,c1dc,T,EAST TN CHILD,EMS Encode: E TN Childrens,Hospital
TN - RMCC Region 2 (*),49629,c1dd,T,FORT SANDERS,EMS Encode: Fort Sanders,Hospital
TN - RMCC Region 2 (*),49630,c1de,T,NORTH KNOX,EMS Encode: North Knox,Hospital
TN - RMCC Region 2 (*),49631,c1df,T,PARK WEST,EMS Encode: Park West,Hospital
TN - RMCC Region 2 (*),49632,c1e0,T,TURKEY CRK,EMS Encode: Turkey Creek,Hospital
TN - RMCC Region 2 (*),49633,c1e1,T,UT MED CENTER,EMS Encode: UT Med Ctr,Hospital
TN - RMCC Region 2 (*),49634,c1e2,T,FORT LOUDOUN,EMS Encode: Fort Loudoun,Hospital
TN - RMCC Region 2 (*),49635,c1e3,T,SWEETWATER,EMS Encode: Sweetwater,Hospital
TN - RMCC Region 2 (*),49636,c1e4,T,ROANE,EMS Encode: Roane Med Ctr,Hospital
TN - RMCC Region 2 (*),49637,c1e5,T,BIG STH FORK,EMS Encode: Big South Fork,Hospital
TN - RMCC Region 2 (*),49638,c1e6,T,LECONTE,EMS Encode: Leconte,Hospital
TN - RMCC Region 2 (*),49646,c1ee,T,ED 22,EMS Encode: ED 22,Hospital
TN - RMCC Region 2 (*),49648,c1f0,T,ED 20,EMS Encode: ED 20,Hospital
TN - RMCC Region 2 (*),49650,c1f2,T,KNOX MEDCTRL,Knoxville Medical Control,EMS Dispatch
TN - RMCC Region 2 (*),49651,c1f3,T,KNOX MEDCOM2,Knoxville MEDCOM 2,EMS Dispatch
TN - RMCC Region 2 (*),49653,c1f5,T,ED 21,EMS Encode: ED 21,Hospital
TN - RMCC Region 2 (*),49654,c1f6,T,JELLICO,EMS Encode: Jellico,Hospital
TN - RMCC Region 3 (*),1187,4a3,T,CHAT MEDCOM 1,Chattanooga MEDCOM 1 (Hamilton County),EMS Dispatch
TN - RMCC Region 3 (*),1203,4b3,T,ERLANGER,EMS Encode: Erlanger Medical Center (Hamilton County),Hospital
TN - RMCC Region 3 (*),1205,4b5,T,ERL NORTH,EMS Encode: Erlanger North Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1207,4b7,T,MEMORIAL,EMS Encode: Memorial Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1209,4b9,T,MEM HIXON,EMS Encode: Memorial Hixon Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1211,4bb,T,PARKRDG,EMS Encode: Parkridge Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1212,4bc,T,PMC CAMP JORDN,EMS Encode: Parkridge Camp Jordan (Hamilton County),Hospital
TN - RMCC Region 3 (*),1213,4bd,T,PARKRDG EAST,EMS Encode: Parkridge East Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1214,4be,T,PMC SODDY,EMS Encode: Parkridge Soddy-Daisy (Hamilton County),Hospital
TN - RMCC Region 3 (*),1215,4bf,T,TCTCH ER,EMS Encode: TC Thompson Children's Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),1259,4eb,T,CHAT MEDCOM 2,Chattanooga MEDCOM 2 (Hamilton County),EMS Dispatch
TN - RMCC Region 3 (*),1423,58f,T,CHAT MED CTRL,Chattanooga Medical Control (Hamilton County),EMS Dispatch
TN - RMCC Region 3 (*),1565,61d,T,MEM N GA,EMS Encode: Memorial (GA) (Hamilton County),Hospital
TN - RMCC Region 3 (*),1567,61f,T,ERL EAST,EMS Encode: Erlanger East (Gunbarrel Campus) (Hamilton County),Hospital
TN - RMCC Region 3 (*),2123,84b,T,PARKRDG NORTH,EMS Encode: Parkridge North Hospital (Hamilton County),Hospital
TN - RMCC Region 3 (*),5534,159e,T,Vitruvian CLV,EMS Encode: Cleveland Vitruvian Bradley Medical Center (Bradley County),Hospital
TN - RMCC Region 3 (*),7025,1b71,T,RHEA MED CTR,EMS Encode: Rhea Medical Center (Rhea County),Hospital
TN - RMCC Region 3 (*),12021,2ef5,T,HAMILTON MC,EMS Encode: Hamilton (GA) (Whitfield County),Hospital
TN - RMCC Region 3 (*),49642,c1ea,T,ED 32,EMS Encode: ED 32,Hospital
TN - RMCC Region 3 (*),49643,c1eb,T,ED 31,EMS Encode: ED 31,Hospital
TN - RMCC Region 3 (*),49644,c1ec,T,SEWANEE,EMS Encode: Sewanee,Hospital
TN - RMCC Region 3 (*),49645,c1ed,T,WINCHESTER,EMS Encode: Winchester,Hospital
TN - RMCC Region 3 (*),49652,c1f4,T,ED 30,EMS Encode: ED 30,Hospital
TN - RMCC Region 3 (*),49655,c1f7,T,PARKRDG WEST,EMS Encode: Parkridge West,Hospital
TN - RMCC Region 3 (*),49656,c1f8,T,STARR ETOWAH,EMS Encode: STARR Etowah,Hospital
TN - RMCC Region 3 (*),49657,c1f9,T,STARR ATHENS,EMS Encode: STARR Athens,Hospital
TN - RMCC Region 3 (*),49658,c1fa,T,ERL BLEDSOE,EMS Encode: Erlanger Bledsoe,Hospital
TN - RMCC Region 3 (*),49659,c1fb,T,ERL SEQ VALY,EMS Encode: Erlanger Sequatchie Valley,Hospital
TN - RMCC Region 4 (*),49550,c18e,T,C-VILLE MEDCOM 1,Cookeville MEDCOM 1,EMS Dispatch
TN - RMCC Region 4 (*),49551,c18f,T,STONES RIVER,EMS Encode: Stones River,Hospital
TN - RMCC Region 4 (*),49552,c190,T,CUMBERLAND,EMS Encode: Cumberland,Hospital
TN - RMCC Region 4 (*),49553,c191,T,DEKALB,EMS Encode: Dekalb,Hospital
TN - RMCC Region 4 (*),49554,c192,T,MACON,EMS Encode: Macon,Hospital
TN - RMCC Region 4 (*),49555,c193,T,LIVINGSTON,EMS Encode: Livingston,Hospital
TN - RMCC Region 4 (*),49556,c194,T,COOKEVILLE,EMS Encode: Cookeville,Hospital
TN - RMCC Region 4 (*),49557,c195,T,Riverview RMC ER,EMS: Riverview RMC ER (Smith Co) [RIVERVIEW],Hospital
TN - RMCC Region 4 (*),49558,c196,T,RIVER PARK,EMS Encode: River Park,Hospital
TN - RMCC Region 4 (*),49559,c197,T,HIGHLANDS,EMS Encode: Highlands,Hospital
TN - RMCC Region 4 (*),49660,c1fc,T,C-VILLE MEDCOM 2,Cookeville MEDCOM 2,EMS Dispatch
TN - RMCC Region 4 (*),49661,c1fd,T,C-VILLE MED CTRL,Cookeville Medical Control,EMS Dispatch
TN - RMCC Region 4 (*),49662,c1fe,T,UT JAMESTOWN,EMS Encode: UT Jamestown,Hospital
TN - RMCC Region 4 (*),49663,c1ff,T,ED 40,EMS Encode: ED 40,Hospital
TN - RMCC Region 4 (*),49664,c200,T,ED 41,EMS Encode: ED 41,Hospital
TN - RMCC Region 4 (*),49665,c201,T,ED 42,EMS Encode: ED 42,Hospital
TN - RMCC Region 5 (*),48251,bc7b,T,VANBLT WILSON,EMS Encode: Vanderbilt Wilson,Hospital
TN - RMCC Region 5 (*),48254,bc7e,T,VANDBLT ADULT,EMS Encode: Vanderbilt Adult,Hospital
TN - RMCC Region 5 (*),48260,bc84,T,VANDBLT PED,EMS Encode: Vanderbilt Ped,Hospital
TN - RMCC Region 5 (*),48261,bc85,T,ST RUTHERFORD,EMS Encode: St Thomas Rutherford,Hospital
TN - RMCC Region 5 (*),48262,bc86,T,STONECREST,EMS Encode: Stonecrest,Hospital
TN - RMCC Region 5 (*),49500,c15c,T,NASH MEDCOM1,Nashville MEDCOM 1,EMS Dispatch
TN - RMCC Region 5 (*),49501,c15d,T,ASHLAND CITY,EMS Encode: Ashland City,Hospital
TN - RMCC Region 5 (*),49502,c15e,T,ST WEST,EMS Encode: St Thomas West,Hospital
TN - RMCC Region 5 (*),49503,c15f,T,NASH GENERAL,EMS Encode: Nashville General,Hospital
TN - RMCC Region 5 (*),49504,c160,T,SKYLINE,EMS Encode: Skyline,Hospital
TN - RMCC Region 5 (*),49505,c161,T,SOUTHERN HILLS,EMS Encode: Southern Hills,Hospital
TN - RMCC Region 5 (*),49506,c162,T,CENTENNIAL,EMS Encode: Centennial,Hospital
TN - RMCC Region 5 (*),49507,c163,T,ST MIDTOWN,EMS Encode: St Thomas Midtown,Hospital
TN - RMCC Region 5 (*),49508,c164,T,SUMMIT,EMS Encode: Summit,Hospital
TN - RMCC Region 5 (*),49509,c165,T,VA NASHVILLE,EMS Encode: VA Nashville,Hospital
TN - RMCC Region 5 (*),49510,c166,T,HORIZON,EMS Encode: Horizon,Hospital
TN - RMCC Region 5 (*),49511,c167,T,HOUSTON CO,EMS Encode: Houston Co,Hospital
TN - RMCC Region 5 (*),49512,c168,T,TENOVA CLARKVL,EMS Encode: Tennova Clarksville,Hospital
TN - RMCC Region 5 (*),49513,c169,T,NORTHCREST,EMS Encode: Northcrest,Hospital
TN - RMCC Region 5 (*),49514,c16a,T,SUMNER REG,EMS Encode: Sumner Regional,Hospital
TN - RMCC Region 5 (*),49515,c16b,T,HENDERSONVILLE,EMS Encode: Hendersonville,Hospital
TN - RMCC Region 5 (*),49516,c16c,T,TROUSDALE,EMS Encode: Trousdale,Hospital
TN - RMCC Region 5 (*),49517,c16d,T,WILLIAMSON,EMS Encode: Williamson,Hospital
TN - RMCC Region 5 (*),49518,c16e,T,THREE RIVERS,EMS Encode: Three Rivers,Hospital
TN - RMCC Region 5 (*),49519,c16f,T,VA MURFRESBORO,EMS Encode: VA Murfreesboro,Hospital
TN - RMCC Region 5 (*),49520,c170,T,CENTENNIAL PED,EMS Encode: Centennial Pediatric,Hospital
TN - RMCC Region 5 (*),49521,c171,T,BLANCHFLD ARMY,EMS Encode: Blanchfield Army,Hospital
TN - RMCC Region 5 (*),49522,c172,T,TENOVA SANGOER,EMS Encode: Tennova Sangoer,Hospital
TN - RMCC Region 5 (*),49523,c173,T,PORTLAND ER,EMS Encode: Portland ER,Hospital
TN - RMCC Region 5 (*),49524,c174,T,SPRING HILL ER,EMS Encode: Springhill ER,Hospital
TN - RMCC Region 5 (*),49525,c175,T,NATCHEZ ER,EMS Encode: Natchez ER,Hospital
TN - RMCC Region 5 (*),49526,c176,T,MT JULIET ER,EMS Encode: Mt Juliet ER,Hospital
TN - RMCC Region 5 (*),49527,c177,T,CENTURYFARMSER,EMS Encode: Century Farmser,Hospital
TN - RMCC Region 5 (*),49528,c178,T,SKYLNE MADISON,EMS Encode: Skyline Madison,Hospital
TN - RMCC Region 5 (*),49529,c179,T,ST RUTH WSTLWN,EMS Encode: St Ruth Westlawn,Hospital
TN - RMCC Region 5 (*),49666,c202,T,NASH MEDCOM2,Nashville MEDCOM 2,EMS Dispatch
TN - RMCC Region 5 (*),49670,c206,T,NASH MEDCTRL1,Nashville Medical Control 1,EMS Dispatch
TN - RMCC Region 5 (*),49671,c207,T,NASH MEDCTRL2,Nashville Medical Control 2,EMS Dispatch
TN - RMCC Region 5 (*),49672,c208,T,CENTENNIAL WMN,EMS Encode: Centennial Women,Hospital
TN - RMCC Region 5 (*),49673,c209,T,SUMNER STN ER,EMS Encode: Sumner Station ER,Hospital
TN - RMCC Region 5 (*),49674,c20a,T,ED 50,EMS Encode: ED 50,Hospital
TN - RMCC Region 5 (*),49675,c20b,T,ED 51,EMS Encode: ED 51,Hospital
TN - RMCC Region 5 (*),49676,c20c,T,ED 52,EMS Encode: ED 52,Hospital
TN - RMCC Region 6 (*),48252,bc7c,T,TULLAHOMA,EMS Encode: Tullahoma,Hospital
TN - RMCC Region 6 (*),48253,bc7d,T,BEDFORD,EMS Encode: Bedford,Hospital
TN - RMCC Region 6 (*),49530,c17a,T,MAURY MEDCOM1,Maury MEDCOM 1,EMS Dispatch
TN - RMCC Region 6 (*),49531,c17b,T,UNITY MEDICAL,EMS Encode: Unity Medical,Hospital
TN - RMCC Region 6 (*),49532,c17c,T,PULASKI,EMS Encode: Pulaski,Hospital
TN - RMCC Region 6 (*),49533,c17d,T,HICKMAN,EMS Encode: Hickman,Hospital
TN - RMCC Region 6 (*),49534,c17e,T,LAWRENCEBURG,EMS Encode: Lawrenceburg,Hospital
TN - RMCC Region 6 (*),49535,c17f,T,LINCOLN,EMS Encode: Lincoln,Hospital
TN - RMCC Region 6 (*),49536,c180,T,HUNTSVILLE,EMS Encode: Hunstville,Hospital
TN - RMCC Region 6 (*),49537,c181,T,MARSHALL,EMS Encode: Marshall,Hospital
TN - RMCC Region 6 (*),49539,c183,T,MAURY,EMS Encode: Maury,Hospital
TN - RMCC Region 6 (*),49540,c184,T,WAYNE,EMS Encode: Wayne,Hospital
TN - RMCC Region 6 (*),49541,c185,T,ED 60,EMS Encode: ED 60,Hospital
TN - RMCC Region 6 (*),49542,c186,T,ED 61,EMS Encode: ED 61,Hospital
TN - RMCC Region 6 (*),49543,c187,T,ED 62,EMS Encode: ED 62,Hospital
TN - RMCC Region 6 (*),49677,c20d,T,MAURY MEDCOM2,Maury MEDCOM 2,EMS Dispatch
TN - RMCC Region 6 (*),49678,c20e,T,MAURY MEDCTRL,Maury Medical Control,EMS Dispatch
TN - RMCC Region 7 (*),49560,c198,T,BapMcNry EMS MC1,Baptist McNairy EMS MEDCOM1,EMS Dispatch
TN - RMCC Region 7 (*),49561,c199,T,WTH CAMDEN,EMS Encode: WTH Camden - Patient Reports,Hospital
TN - RMCC Region 7 (*),49562,c19a,T,Carroll Hosp ER,EMS Encode: Carroll County Hospital - Patient Reports,Hospital
TN - RMCC Region 7 (*),49563,c19b,T,WTH DYERSBURG,EMS Encode: WTH Dyersburg - Patient Reports,Hospital
TN - RMCC Region 7 (*),49564,c19c,T,WTH MILAN,EMS Encode: WTH Milan - Patient Reports,Hospital
TN - RMCC Region 7 (*),49565,c19d,T,WTH BOLIVER,EMS Encode: WTH Boliver - Patient Reports,Hospital
TN - RMCC Region 7 (*),49566,c19e,T,HARDIN,EMS Encode: Hardin - Patient Reports,Hospital
TN - RMCC Region 7 (*),49567,c19f,T,HENDERSON,EMS Encode: Henderson - Patient Reports,Hospital
TN - RMCC Region 7 (*),49568,c1a0,T,HENRY,EMS Encode: Henry - Patient Reports,Hospital
TN - RMCC Region 7 (*),49569,c1a1,T,WTH JACKSON,EMS Encode: WTH Jackson - Patient Reports,Hospital
TN - RMCC Region 7 (*),49570,c1a2,T,WTH NORTH,EMS Encode: WTH North - Patient Reports,Hospital
TN - RMCC Region 7 (*),49571,c1a3,T,UNION CITY,EMS Encode: Union City - Patient Reports,Hospital
TN - RMCC Region 7 (*),49572,c1a4,T,WTH VOLUNTEER,EMS Encode: WTH Volunteer - Patient Reports,Hospital
TN - RMCC Region 7 (*),49573,c1a5,T,MAGNOLIA REG,EMS Encode: Magnolia Regional - Patient Reports,Hospital
TN - RMCC Region 7 (*),49574,c1a6,T,BROWNSVILLE,EMS Encode: Brownsville - Patient Reports,Hospital
